method	Channel	Brand	Variant	PackType	PPG	selectedmodels	formula_1	RPIto	Adj.Rsq	AIC	Pr_Var_Sig	MAE	MCV.MCV	CSF.CSF	Price_elas	Distribution_elas	Category_elas	daddies	hp	private.label	restofcategory	gold.star	branston	beta0	beta0_pval	actualdistvar	categoryavgprice	lastyravgprice	rpito_avgprice	Market	MCV.Original.MCV.Original	avg.vol	model	Price_beta	Distribution_beta	Category_beta	Trend_beta	Seasonality_beta	dummy_beta	CompPr1_beta	CompPr2_beta	CompPr3_beta	beta0_avg	Price_avg	Distribution_avg	Category_avg	Trend_avg	Seasonality_avg	dummy_avg	CompPr1_avg	CompPr2_avg	CompPr3_avg	Trend_elas	Seasonality_elas	dummy_elas	CompPr1_elas	CompPr2_elas	CompPr3_elas	cal1.cal1	CoeffA.CoeffA	CoeffB.CoeffB	CoeffC.CoeffC	Price_pval	Distribution_pval	Category_pval	Trend_pval	Seasonality_pval	dummy_pval	CompPr1_pval	CompPr2_pval	CompPr3_pval	Rsq	BIC	Price_VIF	Distribution_VIF	Category_VIF	Trend_VIF	Seasonality_VIF	dummy_VIF	CompPr1_VIF	CompPr2_VIF	CompPr3_VIF	Yvar	Region	Category	SubCategory	PackSize	formula_2	formula_3	formula_4	formula_5	actualAVvar	actualEVvar	PriceVar	compname1	compname2	compname3	Revenue	Volume	CompPr4_beta	CompPr4_avg	CompPr4_elas	CompPr4_pval	CompPr4_VIF	compname4	Model_MCV	Index	Product					
SOLS	iceland	daddies	all	all	all	1	Price	OwnPrice	0.698484692999001	263.556609948098	0.382282882345604	0.396286730964036	5.26188895729586	1.40250217088579	-7.1176559471273	0	-1.70629395405559		0		0	-16.1752930178922		18106.2593083925	No	rel.D1.wtmean.daddies.restofcategory	4.34374514903327	3.7517866756474	4.34374514903327	uk	5.26188895729586	4061.83861982927	37	-1870.80963917339	0	-0.224351071070796	0	0.666515224882522	2717.84154841774	-7727.19289725579	0	0	4061.83861982927	3.09072277620649	0.638815053155848	6178.43333333333	78.5	9372.23200320513	0.00641025641025641	1.70052516459016	5.62481564144678	1.23479135868061	0	7.68954149331763	0.0214460283118514	-16.1752930178922	0	0	9843.99258156909	-935.404819586693	0	25898.9979303304	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0.70821099322484	284.905601998845	1.00817231983398	0	1.52075818810135	0	1.33867265878239	1.1880082538264	1.01266900747798	0	0	VolKalman	all	brown sauce	all	all	RelDist4	NetSeg	Trend	Seasonality				Price1_gold star	Price1_hp	Price1_restofcategory	592215.85	157849.02							5.26188895729586	1						
SOLS	iceland	daddies	all	all	all	1	PrRelC2	hp	0.763248785546159	226.790623866945	0.0155950998063279	0.355748319040558	18.1097274775536	4.8269608704308	-1.07310065378673	3.66539391270871	0		0		-0.495323109485537	-10.7262514960294		6205.29452134218	No	rel.D1.wtmean.daddies.hp	4.34374514903327	3.7517866756474	5.7954071706934	uk	3.12484126553387	4061.83861982927	34	-1578.82930245078	2941.6307620792	0	0	0.518094356335066	1714.94518358562	-5124.09971693348	0	-325.87246764539	4061.83861982927	0.552151099773608	1.01224387121952	6178.43333333333	78.5	9372.23200320513	0.00641025641025641	1.70052516459016	5.62481564144678	1.23479135868061	0	5.97721987700187	0.0135323425980673	-10.7262514960294	0	-0.495323109485537	4933.59095553226	-789.414651225391	0	7708.34430255596	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0.772413348686308	251.189471924942	1.01534472332219	1.04824249830117	0	0	1.03361561548281	1.04546483788001	7.56740544332623	0	7.62437576607605	VolKalman	all	brown sauce	all	all	RelDist3	NetSeg	Trend	Seasonality			C2	Price1_gold star	Price1_hp	Price1_restofcategory	592215.85	157849.02							18.1097274775536	1						
SOLS	iceland	daddies	all	all	all	1	PrRelC3	restofcategory	0.765856377202539	225.062898590754	0.692938103051893	0.345334774254262	7.77596402933478	2.07260292271094	-1.29277077001423	3.4436714238957	0		0		0	-16.9104797524237		10298.7320232469	No	rel.D1.wtmean.daddies.hp	4.34374514903327	3.7517866756474	2.40355800493811	uk	3.23518883811377	4061.83861982927	35	-1580.13770561097	2763.68926131016	0	9.59313645357311	0.532487095134833	1506.72126340347	-8078.40320960963	0	0	4061.83861982927	0.664628939817605	1.01224387121952	6178.43333333333	78.5	9372.23200320513	0.00641025641025641	1.70052516459016	5.62481564144678	1.23479135868061	0.926995484174532	6.14326794022923	0.0118892828361651	-16.9104797524237	0	0	5112.04386787531	-790.068852805484	0	8269.21363064907	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0.774920001310828	249.46174664875	1.02273194147308	1.02868096699666	0	1.23670177882479	1.03082718841235	1.03652787055136	1.23864237021479	0	0	VolKalman	all	brown sauce	all	all	RelDist3	NetSeg	Trend	Seasonality			C3	Price1_gold star	Price1_hp	Price1_restofcategory	592215.85	157849.02							7.77596402933478	1						
SOLS	iceland	daddies	all	all	all	2	PrRelNetSeg	NetSegment	0.706845835134494	259.169553959395	0.188429138239507	0.389077995514629	6.94402003172231	1.85085684023441	-3.79599478896256	0	-2.19760901720585		0		0	-16.4379835543415		15811.5795259581	No	rel.D1.wtmean.daddies.restofcategory	4.34374514903327	3.7517866756474	4.64444989470562	uk	1.49512217574746	4061.83861982927	42	-4779.26311483724	0	-0.28895134723598	0	0.688522159870946	3114.8896289911	-7852.68431464046	0	0	4061.83861982927	0.64523412350374	0.638815053155848	6178.43333333333	78.5	9372.23200320513	0.00641025641025641	1.70052516459016	5.62481564144678	1.23479135868061	0	7.94343402782659	0.0245790676099297	-16.4379835543415	0	0	7145.58226672502	-2389.63155741862	0	5341.75925280419	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0.716302421097897	280.518546010142	1.10759033391423	0	1.63165900766604	0	1.2661760386636	1.22723762761646	1.05044060157364	0	0	VolKalman	all	brown sauce	all	all	RelDist4	NetSeg	Trend	Seasonality			NetSeg	Price1_gold star	Price1_hp	Price1_restofcategory	592215.85	157849.02							6.94402003172231	1						
SOLS	iceland	daddies	all	all	all	1	Price	OwnPrice	0.681713279416418	271.037723973216	0.367087702577795	0.46035469927343	5.26297718117813	1.40279222572535	-7.11409024912724	0	0		0		0	-16.2634769529059		18108.3605740937	No	rel.D1.wtmean.daddies.gold star	4.34374514903327	3.7517866756474	4.34374514903327	uk	5.26297718117813	4061.83861982927	25	-1869.87242863126	0	0	0	0.526411611162363	1717.14761639505	-7769.31975551651	0	0	4061.83861982927	3.09072277620649	10.2587720640542	6178.43333333333	78.5	9372.23200320513	0.00641025641025641	1.70052516459016	5.62481564144678	1.23479135868061	0	6.07317548869292	0.0135497216231299	-16.2634769529059	0	0	9841.09592360043	-934.936214315628	0	25896.7316418471	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0.689927130270187	289.336860016713	1.008169873659	0	0	0	1.03533766563078	1.03565786516497	1.01207433432457	0	0	VolKalman	all	brown sauce	all	all	RelDist2	NetSeg	Trend	Seasonality				Price1_gold star	Price1_hp	Price1_restofcategory	592215.85	157849.02							5.26297718117813	1						
SOLS	iceland	daddies	all	all	all	1	PrRelC3	restofcategory	0.700224363444285	263.610438841689	0.600570159593765	0.386385510232477	8.27355762551189	2.2052313579594	-1.19641570427978	0	-1.63331656465013		0		0	-17.7340456959667		13593.5473479672	No	rel.D1.wtmean.daddies.restofcategory	4.34374514903327	3.7517866756474	2.40355800493811	uk	3.44221259004936	4061.83861982927	41	-1462.36410179415	0	-0.214755681344336	8.02742704133967	0.696481395848668	2480.79355513191	-8471.83366569644	0	0	4061.83861982927	0.664628939817605	0.638815053155848	6178.43333333333	78.5	9372.23200320513	0.00641025641025641	1.70052516459016	5.62481564144678	1.23479135868061	0.775699235893882	8.03525920003715	0.0195755226606904	-17.7340456959667	0	0	5033.76812243204	-731.182050897073	0	8663.65000321235	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0.711828581633539	288.009286899685	1.02896639555015	0	1.81810740560057	1.31375759283956	1.33491662638622	1.22993103908933	1.29883808538041	0	0	VolKalman	all	brown sauce	all	all	RelDist4	NetSeg	Trend	Seasonality			C3	Price1_gold star	Price1_hp	Price1_restofcategory	592215.85	157849.02							8.27355762551189	1						
SOLS	iceland	daddies	all	all	all	Yes	PrRelNetSeg	NetSegment	0.679770646834694	271.9869612133	0.249200133242542	0.452598221893078	6.28616278117837	1.67551178268782	-4.55516628798183	0	0		0		0	-15.6113199309947		15425.2244015872	No	rel.D1.wtmean.daddies.gold star	4.34374514903327	3.7517866756474	4.64444989470562	uk	1.35347843634705	4061.83861982927	30	-5735.08116644476	0	0	0	0.534357366129644	1730.9011749269	-7457.77404799616	0	0	4061.83861982927	0.64523412350374	10.2587720640542	6178.43333333333	78.5	9372.23200320513	0.00641025641025641	1.70052516459016	5.62481564144678	1.23479135868061	0	6.16484513138924	0.0136582486289939	-15.6113199309947	0	0	7762.30868948305	-2867.54058322238	4.54747350886464e-13	5253.05871374231	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0.688034630142186	290.286097256797	1.00986265082746	0	0	0	1.02826976830581	1.0387503445809	1.00487502141468	0	0	VolKalman	all	brown sauce	all	all	RelDist2	NetSeg	Trend	Seasonality			NetSeg	Price1_gold star	Price1_hp	Price1_restofcategory	592215.85	157849.02							6.28616278117837	1	=CV129*O129					
SOLS	iceland	hp	all	all	all	1	Price	OwnPrice	0.870187933826104	133.996266926053	0.813359847976578	0.142240320186898	9.13802393934688	1.60111179645989	-8.00524074363713	2.91132333789239	-0.716322446399717	0			0	-2.35399017622087		8764.43112164462	No	hp.D1.wt.mean	4.34374514903327	5.7072991152469	4.34374514903327	uk	9.13802393934688	4885.08044372801	1	-1390.48983991297	34.1954121056086	-0.130687866909034	-5.41373374379831	0.480243439604431	1658.16899933046	0	-1352.45647803817	0	4885.08044372801	5.62481564144678	83.1810341070545	5355.19150641026	78.5	9372.23200320513	0.0128205128205128	3.09072277620649	1.70052516459016	1.23479135868061	-0.434975538052602	4.60683604480737	0.0217586764019281	0	-2.35399017622087	0	12706.3294445433	-695.244919956483	0	58055.3713227324	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0.876050414233957	161.444970991299	1.1419631944257	1.29005448237266	1.85565877000987	4.28792335349324	1.30709069281869	1.10042756127321	0	5.05941690803253	0	VolKalman	all	brown sauce	all	all	Dist1	NetSeg	Trend	Seasonality				Price1_daddies	Price1_gold star	Price1_restofcategory	1276066.33	223584.975							9.13802393934688	1						
SOLS	iceland	hp	all	all	all	3	PrRelSeg	Segment	0.885579429008583	116.185511839934	0.326640092799138	0.120887610700254	10.6275790344433	1.8621030403071	-6.34402064134209	2.76295213606762	1.35947872510071	-1.21259485949092			-0.248202034612028	2.30585856070721		4245.29532207982	No	hp.D1.wt.mean	4.34374514903327	5.7072991152469	4.34374514903327	uk	2.44663963234779	4885.08044372801	2	-4530.00537190593	32.4526945156499	0.248027093922008	-10.633404575001	0.300025210844046	584.345698005333	-1573.9939347726	5442.75601041999	-868.542233914486	4885.08044372801	1.36825670723601	83.1810341070545	5355.19150641026	78.5	9372.23200320513	0.0128205128205128	0.752686945406817	0.413919144615281	0.279200448298775	-0.854358765175799	2.8780548398657	0.00766784866614368	-1.21259485949092	2.30585856070721	-0.248202034612028	11083.2906776534	-2265.00268595296	0	13558.4091143889	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0.892223204098407	149.733927919679	4.07157445937558	1.41108761337255	6.536361978295	4.29147986823083	1.62408143514483	1.42511153119662	2.83162099358089	2.34491968769162	4.47880988399323	VolKalman	all	brown sauce	all	all	Dist1	NetSeg	Trend	Seasonality			Seg	Price1_daddies	Price1_gold star	Price1_restofcategory	1276066.33	223584.975							10.6275790344433	1	=CV131*O131					
SOLS	iceland	hp	all	all	all	1	PrRelC1	daddies	0.865671650322609	140.273744297882	0.315512401963019	0.148639192435091	20.2099321758013	3.54106763421791	-2.24452614982489	2.95938613980957	-0.751264056060171	-4.62906124835599			0	-2.52962985813164		7657.02439493251	No	hp.D1.wt.mean	4.34374514903327	5.7072991152469	3.41674840238857	uk	5.91496059870051	4885.08044372801	3	-1196.62988207769	34.7599414030305	-0.137062711723467	-4.51700519483253	0.489871163471265	1651.92335155533	-1463.30410163272	-1453.36812499421	0	4885.08044372801	1.8325951848884	83.1810341070545	5355.19150641026	78.5	9372.23200320513	0.0128205128205128	3.09072277620649	1.70052516459016	1.23479135868061	-0.36292637539839	4.69919200780754	0.0216767203233171	-4.62906124835599	-2.52962985813164	0	7078.01860371715	-598.314941038843	0	20933.1005789281	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0.87260472643499	170.772304370378	1.06244579820515	1.3763518907054	1.87230652587328	7.94138992120534	1.2394653258168	1.11571922177146	3.51140107373897	7.01134567442159	0	VolKalman	all	brown sauce	all	all	Dist1	NetSeg	Trend	Seasonality			C1	Price1_daddies	Price1_gold star	Price1_restofcategory	1276066.33	223584.975							20.2099321758013	1						
SOLS	iceland	hp	all	all	all	1	PrRelC2	gold star	0.864914754137546	140.207917093395	0.105175971396871	0.147239850498098	27.2683456880794	4.77780209823466	-1.45826138822487	3.00143452637178	-0.752757043172334	0			0	-7.09408937815352		6727.3212149155	No	hp.D1.wt.mean	4.34374514903327	5.7072991152469	1.85375175832616	uk	14.7098151441277	4885.08044372801	4	-428.95340422678	35.2538274266666	-0.137335096460245	-4.78102902285149	0.498314258823134	1680.38354424519	0	-4075.822929163	0	4885.08044372801	3.32144429640417	83.1810341070545	5355.19150641026	78.5	9372.23200320513	0.0128205128205128	3.09072277620649	1.70052516459016	1.23479135868061	-0.384139813680761	4.78018417300771	0.0220501781091792	0	-7.09408937815352	0	6309.82528162021	-214.47670211339	0	46408.1817421883	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0.871015378144238	167.656621158641	1.27795765856295	1.27826450552486	1.84768831255149	5.78438987006886	1.24992808457195	1.10077305059214	0	6.51119211111512	0	VolKalman	all	brown sauce	all	all	Dist1	NetSeg	Trend	Seasonality			C2	Price1_daddies	Price1_gold star	Price1_restofcategory	1276066.33	223584.975							27.2683456880794	1						
SOLS	iceland	hp	all	all	all	1	PrRelC3	restofcategory	0.779071733869662	216.94931395935	0.577101697021533	0.237586563363883	25.4094140881727	4.4520908358022	-0.619811743325296	4.13892206303605	-0.930506081526738	0			0	-6.31570895012533		3794.30677830841	No	hp.D1.wt.mean	4.34374514903327	5.7072991152469	2.40355800493811	uk	10.5715834758176	4885.08044372801	5	-519.377868179361	48.6143685163372	-0.16976412724718	-12.2458455637703	0.605291247156096	1605.53736138768	0	-3628.61390386669	0	4885.08044372801	1.16594503216904	83.1810341070545	5355.19150641026	78.5	9372.23200320513	0.0128205128205128	3.09072277620649	1.70052516459016	1.23479135868061	-0.983913046908148	5.80638339859871	0.021068038246853	0	-6.31570895012533	0	5490.64648895029	-259.688934089681	0	29022.4138470713	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0.789049139436839	244.398018024596	1.37120251297299	1.1570503361876	1.82800504913819	1.39786458526155	1.26808325677825	1.10015556869428	0	1.61999751021601	0	VolKalman	all	brown sauce	all	all	Dist1	NetSeg	Trend	Seasonality			C3	Price1_daddies	Price1_gold star	Price1_restofcategory	1276066.33	223584.975							25.4094140881727	1						
SOLS	iceland	hp	all	all	all	2	Price	OwnPrice	0.857497764960976	146.640366301666	0.823211242546615	0.148563469149144	9.12482083703984	1.59879842510148	-8.03543898810368	6.16993988760617	0	0			0	0		3159.29342818906	No	rel.D1.wtmean.hp.Cat	4.34374514903327	5.7072991152469	4.34374514903327	uk	9.12482083703984	4885.08044372801	19	-1395.73519773026	5886.0797630957	0	-6.10117806379285	0.427695715987613	1473.31479830961	0	0	0	4885.08044372801	5.62481564144678	1.02413334161378	5355.19150641026	78.5	9372.23200320513	0.0128205128205128	3.09072277620649	1.70052516459016	1.23479135868061	-0.490209407526396	4.10276097106991	0.0193329991982331	0	0	0	12735.833615239	-697.86759886513	0	58106.0999747026	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0.862094611252558	167.989358352412	1.00204390593738	1.00602696332353	0	1.04996394331061	1.08373008779413	1.04135548807848	0	0	0	VolKalman	all	brown sauce	all	all	RelDist1	NetSeg	Trend	Seasonality				Price1_daddies	Price1_gold star	Price1_restofcategory	1276066.33	223584.975							9.12482083703984	1						
SOLS	iceland	hp	all	all	all	Yes	PrRelSeg	Segment	0.874599766175186	130.479731575506	0.378201361565471	0.13237601548913	10.057852079098	1.76227877249831	-7.22246641790822	2.64576673586385	1.5452698834778	-1.49328491173946			-0.34025646983941	2.85327188143571		4522.82420144048	No	hp.D1.max	4.34374514903327	5.7072991152469	4.34374514903327	uk	2.31547932349033	4885.08044372801	14	-5157.2675313069	27.6896184245505	0.281923351537411	-8.14551633310289	0.315886089909068	513.562434890666	-1938.34022597796	6734.87218456436	-1190.67160299522	4885.08044372801	1.36825670723601	93.3547233614103	5355.19150641026	78.5	9372.23200320513	0.0128205128205128	0.752686945406817	0.413919144615281	0.279200448298775	-0.654465202276798	3.03020365305773	0.00673902288456987	-1.49328491173946	2.85327188143571	-0.34025646983941	11941.5463344492	-2578.63376565345	0	13825.2018139594	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0.881881070074691	164.028147655251	3.8402451395688	1.14625936351876	6.34920561341189	3.76306418665007	1.62677661207471	1.42172919737456	2.76945866172104	2.21128217896752	4.1908668600807	VolKalman	all	brown sauce	all	all	Dist3	NetSeg	Trend	Seasonality			Seg	Price1_daddies	Price1_gold star	Price1_restofcategory	1276066.33	223584.975							10.057852079098	1						
SOLS	iceland	hp	all	all	all	1	PrRelC1	daddies	0.85353602885283	152.824173341044	0.394457859838497	0.1550799533355	17.8498956079989	3.12755565242995	-2.70163614073948	5.50830162757923	-0.312433715752557	-6.61475596308413			0	-2.16036853003224		6389.56565011325	No	rel.D1.wtmean.hp.Cat	4.34374514903327	5.7072991152469	3.41674840238857	uk	5.22423471260583	4885.08044372801	21	-1440.33008337288	5254.88146233796	-0.057001279336402	0	0.492126709185245	1538.34261862746	-2091.00701260285	-1241.21351180938	0	4885.08044372801	1.8325951848884	1.02413334161378	5355.19150641026	78.5	9372.23200320513	0.0128205128205128	3.09072277620649	1.70052516459016	1.23479135868061	0	4.72082880373011	0.0201863014249604	-6.61475596308413	-2.16036853003224	0	7524.62241916707	-720.165041686442	0	19655.1968207323	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0.860150530775605	180.272877406289	1.01714626525585	1.08541901222419	1.8673680794069	0	1.20447037176595	1.12057779842791	2.32649662180948	3.05690004154293	0	VolKalman	all	brown sauce	all	all	RelDist1	NetSeg	Trend	Seasonality			C1	Price1_daddies	Price1_gold star	Price1_restofcategory	1276066.33	223584.975							17.8498956079989	1						
SOLS	iceland	hp	all	all	all	1	PrRelC2	gold star	0.852499120962315	154.867070358184	0.308633832926244	0.158079615566625	17.5549189887236	3.07587155224196	-2.70102163757131	6.35935273885668	-0.241088466634438	0			0.179713281722145	-8.76586955979653		5729.21559195843	No	rel.D1.wtmean.hp.Cat	4.34374514903327	5.7072991152469	1.85375175832616	uk	9.46994057315139	4885.08044372801	22	-794.516288836789	6066.77830650541	-0.043984852909723	-3.45305444974317	0.475566324226556	1554.03249089616	0	-5036.32393692369	142.196304152483	4885.08044372801	3.32144429640417	1.02413334161378	5355.19150641026	78.5	9372.23200320513	0.0128205128205128	3.09072277620649	1.70052516459016	1.23479135868061	-0.277441464298567	4.56196983335789	0.0203921856584855	0	-8.76586955979653	0.179713281722145	7524.02203968518	-397.258144418395	4.54747350886464e-13	35626.0207934499	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0.860112069557808	185.36563043068	1.09894418317149	1.2190088697319	2.02412533859547	5.63874629398607	1.2689551020921	1.11635969739977	0	12.7257425801763	6.96590816239956	VolKalman	all	brown sauce	all	all	RelDist1	NetSeg	Trend	Seasonality			C2	Price1_daddies	Price1_gold star	Price1_restofcategory	1276066.33	223584.975							17.5549189887236	1						
SOLS	iceland	hp	all	all	all	1	Price	OwnPrice	0.855408113145346	150.817347715497	0.807472786834505	0.157551867335778	9.050065884542	1.58570029392099	-8.21080978358524	2.79171472378232	-0.731169498379145	0			0	-3.01260037864848		9221.84331211614	No	hp.D1.max	4.34374514903327	5.7072991152469	4.34374514903327	uk	9.050065884542	4885.08044372801	13	-1426.19665631018	29.2170562143275	-0.133396604521308	-2.59951807071566	0.511927390507961	1689.75220544988	0	-1730.85297423989	0	4885.08044372801	5.62481564144678	93.3547233614103	5355.19150641026	78.5	9372.23200320513	0.0128205128205128	3.09072277620649	1.70052516459016	1.23479135868061	-0.208862649143451	4.91077099743163	0.0221731147142868	0	-3.01260037864848	0	12907.1737039206	-713.098328155088	0	58405.3862018546	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0.861938069325878	178.266051780742	1.12349176734724	1.09574342499135	1.87834830492319	4.08065290521617	1.31438318932597	1.09961794982355	0	5.16282721908835	0	VolKalman	all	brown sauce	all	all	Dist3	NetSeg	Trend	Seasonality				Price1_daddies	Price1_gold star	Price1_restofcategory	1276066.33	223584.975							9.050065884542	1						
SOLS	iceland	hp	all	all	all	1	PrRelSeg	Segment	0.86573366922649	141.136852490081	0.376524789733837	0.141657216283432	9.94698950229506	1.7428540718537	-7.42246017968123	4.74793316306366	1.85443562481791	-1.759628219722			-0.24650881057117	3.64878427863932		2097.24506024052	No	rel.D1.wtmean.hp.Cat	4.34374514903327	5.7072991152469	4.34374514903327	uk	2.28995697514824	4885.08044372801	20	-5300.07488746136	4529.49523281058	0.338328412498662	-9.31159108231118	0.289066921541794	463.532516389332	-2284.06390116144	8612.60222188096	-862.617074625348	4885.08044372801	1.36825670723601	1.02413334161378	5355.19150641026	78.5	9372.23200320513	0.0128205128205128	0.752686945406817	0.413919144615281	0.279200448298775	-0.748155438156511	2.77293514850953	0.00608252477881291	-1.759628219722	3.64878427863932	-0.24650881057117	12136.9434573501	-2650.03744373068	0	13896.5391635694	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0.873529778755274	174.685268569826	3.81516917979775	1.2850265992595	6.18550523592373	4.12748880705644	1.63050909999345	1.42084462810085	2.70461187868347	2.05404891789434	4.75452510707991	VolKalman	all	brown sauce	all	all	RelDist1	NetSeg	Trend	Seasonality			Seg	Price1_daddies	Price1_gold star	Price1_restofcategory	1276066.33	223584.975							9.94698950229506	1						
SOLS	iceland	hp	all	all	all	1	PrRelC1	daddies	0.8509962624816	155.506113199846	0.379273183289065	0.161490040722673	18.0266286738377	3.15852179986152	-2.66105272446721	2.75786170759104	-0.781252061005022	-5.55273537780879			0	-3.59838809393		9479.22942570877	No	hp.D1.max	4.34374514903327	5.7072991152469	3.41674840238857	uk	5.27596022617167	4885.08044372801	15	-1418.69374439239	28.8627630379297	-0.142533807064395	0	0.532841433292112	1672.65112497752	-1755.28903544199	-2067.41019452513	0	4885.08044372801	1.8325951848884	93.3547233614103	5355.19150641026	78.5	9372.23200320513	0.0128205128205128	3.09072277620649	1.70052516459016	1.23479135868061	0	5.11139334475621	0.0219487124511449	-5.55273537780879	-3.59838809393	0	7484.97176853279	-709.346872196193	0	19745.2066723984	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0.857725463530818	182.954817265091	1.0166989382371	1.14343805654707	1.82320495936909	0	1.18890650150864	1.11491332775787	2.56527944533581	3.38316174465475	0	VolKalman	all	brown sauce	all	all	Dist3	NetSeg	Trend	Seasonality			C1	Price1_daddies	Price1_gold star	Price1_restofcategory	1276066.33	223584.975							18.0266286738377	1						
BayesRidge	iceland	daddies	all	all	all	1	Price	OwnPrice	0.712902054770236	135.779009005952	0.328373481343433		5.4514767557951	1.45303484102129	-6.5498786522572	-0.083585669823629	-1.83452337637022		-1.19222248895717		-0.201362657591071	-13.3760321774911		16784.0028919009	No	rel.D1.wtmean.daddies.restofcategory	4.34374514903327	3.7517866756474	4.34374514903327	uk	5.4514767557951	4061.83861982927	37	-1721.57466012449	-106.294145723922	-0.241211242303717	2.91722580253693	0.63065915206985	2808.86221863612	-6389.94179091804	-172.187522499123	-132.476246038652	4061.83861982927	3.09072277620649	0.638815053155848	6178.43333333333	78.5	9372.23200320513	0.00641025641025641	1.70052516459016	5.62481564144678	1.23479135868061	0.281894785751944	7.27587238361492	0.0221642570369968	-13.3760321774911	-1.19222248895717	-0.201362657591071	9385.12424303452	-860.787330062246	0	25581.3933305759	Yes	No	Yes	No	Yes	Yes	Yes	No	No	0.712902054770236											VolKalman	all	brown sauce	all	all	RelDist4	NetSeg	Trend	Seasonality				Price1_gold star	Price1_hp	Price1_restofcategory	592215.85	157849.02							5.4514767557951	1						
BayesRidge	iceland	daddies	all	all	all	1	PrRelC3	restofcategory	0.715038119556456	134.790565117268	0.433332810389318		9.04571836926106	2.41104283139983	-1.07300562126663	-0.0998920172996425	-1.77643983666486		-1.3609439461048		0.17673677398329	-16.3767293612268		13966.3987668753	No	rel.D1.wtmean.daddies.restofcategory	4.34374514903327	3.7517866756474	2.40355800493811	uk	3.76346996855355	4061.83861982927	41	-1311.52148534211	-127.030586294388	-0.233574161768145	9.74637354711486	0.637810769986951	2633.52996318462	-7823.42221933004	-196.555230680927	116.274907345711	4061.83861982927	0.664628939817605	0.638815053155848	6178.43333333333	78.5	9372.23200320513	0.00641025641025641	1.70052516459016	5.62481564144678	1.23479135868061	0.941802955579604	7.35838012037006	0.0207807398424117	-16.3767293612268	-1.3609439461048	0.17673677398329	4935.87172319777	-655.760742671054	0	9288.00249944373	Yes	No	Yes	No	Yes	Yes	Yes	No	No	0.715038119556456											VolKalman	all	brown sauce	all	all	RelDist4	NetSeg	Trend	Seasonality			C3	Price1_gold star	Price1_hp	Price1_restofcategory	592215.85	157849.02							9.04571836926106	1						
BayesRidge	iceland	daddies	all	all	all	1	PrRelNetSeg	NetSegment	0.716584220872381	134.380899972512	0.15811894263949		7.1326738050163	1.90114055559556	-3.6249504034696	-0.0637057416253911	-1.82280830350643		0.184045621193086		-0.274941969535735	-12.2670217298058		12690.6121304604	No	rel.D1.wtmean.daddies.restofcategory	4.34374514903327	3.7517866756474	4.64444989470562	uk	1.53574136156515	4061.83861982927	42	-4563.91347184947	-81.013257392903	-0.239670892741782	-1.08643904105753	0.635557389688832	2931.18060242667	-5860.14998777374	26.5809107222672	-180.883985334243	4061.83861982927	0.64523412350374	0.638815053155848	6178.43333333333	78.5	9372.23200320513	0.00641025641025641	1.70052516459016	5.62481564144678	1.23479135868061	-0.104983817312024	7.33238302284589	0.0231294507302638	-12.2670217298058	0.184045621193086	-0.274941969535735	7008.99068932362	-2281.95673592474	0	5381.99845220965	Yes	No	Yes	No	Yes	Yes	Yes	No	No	0.716584220872381											VolKalman	all	brown sauce	all	all	RelDist4	NetSeg	Trend	Seasonality			NetSeg	Price1_gold star	Price1_hp	Price1_restofcategory	592215.85	157849.02							7.1326738050163	1						
