,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Time,Sector,Sub Sector,Size Group,MAJOR BRAND_Sauces2 [ MAJOR BRAND_Sauces2 ],Product,Geography,Value Sales,Unit Sales,Volume Sales,Average Weekly ACV Distribution
"1 w/e 30 Apr, 2022",BROWN SAUCE,HEALTHY BROWN SAUCE,351 - 500 GR,HP,HP HEALTHY BROWN SAUCE REGULAR REDUCED SALT REDUCED SUGR 1 CT 450 GR 5000111046701,Waitrose GB,1431.63,609,274.05,72.59744826565256
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,0 - 350 GR,HP,HP STANDARD BROWN SAUCE ORIGINAL 1 CT 255 GR 5000111001007,Sainsburys GB,7456.27,5330,1359.15,71.65378026264779
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,0 - 350 GR,HP,HP STANDARD BROWN SAUCE ORIGINAL 1 CT 255 GR 5000111001007,Tesco GB,642.38,572,145.85999999999999,10.57419674811634
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,0 - 350 GR,HP,HP STANDARD BROWN SAUCE ORIGINAL 1 CT 255 GR 5000111001007,Waitrose GB,1416.65,977,249.13499999999996,62.97231899183687
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,0 - 350 GR,HP,HP STANDARD BROWN SAUCE ORIGINAL 1 CT 2980 GR 50457083,Asda GB,901.5,3606,93.756,75.9481443100475
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,0 - 350 GR,HP,HP STANDARD BROWN SAUCE ORIGINAL 1 CT 285 GR 5000111043991,Asda GB,16837.89,12029,3428.2650000000003,87.94182704288454
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,0 - 350 GR,HP,HP STANDARD BROWN SAUCE ORIGINAL 1 CT 285 GR 5000111043991,Morrisons GB,11437.1,8164,2326.739999999999,96.19185381375839
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,0 - 350 GR,HP,HP STANDARD BROWN SAUCE ORIGINAL 1 CT 285 GR 5000111043991,Tesco GB,21625.62,15467,4408.094999999998,73.06460836869466
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,0 - 350 GR,HP,HP STANDARD BROWN SAUCE ORIGINAL 1 CT 285 GR 5000111043991,Waitrose GB,3567.15,2378,677.7299999999998,87.14835632761152
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,0 - 350 GR,SAUCE SHOP,SAUCE SHOP STANDARD BROWN SAUCE REGULAR 1 CT 255 GR 5060604010008,Morrisons GB,100,40,10.2,6.516877486267345
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,0 - 350 GR,BRANSTON,BRANSTON STANDARD BROWN SAUCE REGULAR 1 CT 335 GR 5065000443047,Waitrose GB,137.7,54,18.09,4.351528161353283
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,0 - 350 GR,STOKES,STOKES STANDARD BROWN SAUCE REGULAR 1 CT 320 GR 5060092691628,Waitrose GB,1758,586,187.51999999999992,71.01185740410916
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,0 - 350 GR,CHEF,CHEF STANDARD BROWN SAUCE REGULAR 1 CT 330 GR 5011005056492,Morrisons GB,565.96,565,186.45000000000005,18.09605508558811
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,0 - 350 GR,TIPTREE,TIPTREE STANDARD BROWN SAUCE REGULAR 1 CT 310 GR 0043647861030,The Cooperative Group GB,37.1,16,4.96,0.7331463852151124
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,0 - 350 GR,TIPTREE,TIPTREE STANDARD BROWN SAUCE REGULAR 1 CT 310 GR 0043647861030,Waitrose GB,34.3,14,4.34,0.5284166778670631
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,351 - 500 GR,PRIVATE LABEL,PL STANDARD STANDARD BROWN SAUCE BROWN 1 CT 450 GR 5010525125695,Morrisons GB,6728.52,7917,3562.65,93.92980205312081
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,351 - 500 GR,PRIVATE LABEL,PL STANDARD STANDARD BROWN SAUCE REGULAR REDUCED SALT REDUCED SUGR 1 CT 425 GR 5057753901226,Tesco GB,2688.99,2993,1272.0249999999999,47.30070713586994
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,351 - 500 GR,PRIVATE LABEL,PL STANDARD STANDARD BROWN SAUCE REGULAR 1 CT 435 GR 5057753940072,Tesco GB,7706.35,8568,3727.079999999999,79.99759125639984
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,351 - 500 GR,PRIVATE LABEL,PL STANDARD STANDARD BROWN SAUCE REGULAR 1 CT 450 GR 01774436,Sainsburys GB,4139.31,3883,1747.35,86.17489099680287
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,351 - 500 GR,PRIVATE LABEL,PL STANDARD STANDARD BROWN SAUCE REGULAR 1 CT 460 GR 5057172338085,Asda GB,12818.36,14199,6531.540000000001,99.53460217793005
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,351 - 500 GR,PRIVATE LABEL,PL STANDARD STANDARD BROWN SAUCE REGULAR 1 CT 470 GR 5000169074299,Waitrose GB,1531.02,1332,626.04,87.89868163306375
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,351 - 500 GR,PRIVATE LABEL,PL STANDARD STANDARD BROWN SAUCE REGULAR 1 CT 495 GR 5000129316575,The Cooperative Group GB,2280.75,1524,754.38,36.412154426450904
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,351 - 500 GR,PRIVATE LABEL,PL VALUE STANDARD BROWN SAUCE REGULAR 1 CT 450 GR 00144353,Sainsburys GB,3593.65,6656,2995.1999999999985,84.34129397149137
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,351 - 500 GR,PRIVATE LABEL,PL VALUE STANDARD BROWN SAUCE REGULAR 1 CT 460 GR 5057172338092,Asda GB,5627.73,12510,5754.599999999999,99.36443608140245
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,351 - 500 GR,DADDIES,DADDIES FAVOURITE STANDARD BROWN SAUCE REGULAR 1 CT 400 GR 5000111046763,Iceland GB,58,59,23.600000000000005,3.7052907006306404
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,351 - 500 GR,DADDIES,DADDIES FAVOURITE STANDARD BROWN SAUCE REGULAR 1 CT 400 GR 5000111046763,Morrisons GB,9465.55,6513,2605.2000000000003,99.55834724230216
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,351 - 500 GR,DADDIES,DADDIES FAVOURITE STANDARD BROWN SAUCE REGULAR 1 CT 400 GR 5000111046763,Sainsburys GB,6369.95,4399,1759.6,83.7376044630816
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,351 - 500 GR,DADDIES,DADDIES FAVOURITE STANDARD BROWN SAUCE REGULAR 1 CT 400 GR 5000111046763,Tesco GB,24324.62,19464,7785.599999999998,73.89264949952722
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,351 - 500 GR,HP,HP STANDARD BROWN SAUCE ORIGINAL 1 CT 425 GR 5000111018005,Sainsburys GB,39,16,6.799999999999998,0.22703746028505128
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,351 - 500 GR,HP,HP STANDARD BROWN SAUCE ORIGINAL 1 CT 425 GR 5000111018005,The Cooperative Group GB,26.85,14,5.949999999999999,0.23858298923921697
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,351 - 500 GR,HP,HP STANDARD BROWN SAUCE ORIGINAL 1 CT 425 GR 5000111047197,Tesco GB,25.2,18,7.6499999999999995,0.23880789656152956
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,351 - 500 GR,HP,HP STANDARD BROWN SAUCE ORIGINAL 1 CT 450 GR 5000111046244,Asda GB,37883.23,17635,7935.75,98.9938380158278
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,351 - 500 GR,HP,HP STANDARD BROWN SAUCE ORIGINAL 1 CT 450 GR 5000111046244,Iceland GB,6771.69,3386,1523.6999999999998,69.83576414131073
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,351 - 500 GR,HP,HP STANDARD BROWN SAUCE ORIGINAL 1 CT 450 GR 5000111046244,Morrisons GB,52610.85,26238,11807.100000000002,99.86700853483211
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,351 - 500 GR,HP,HP STANDARD BROWN SAUCE ORIGINAL 1 CT 450 GR 5000111046244,Sainsburys GB,42933.82,20867,9390.15,98.12068607083599
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,351 - 500 GR,HP,HP STANDARD BROWN SAUCE ORIGINAL 1 CT 450 GR 5000111046244,Tesco GB,107857.24,53104,23896.800000000003,97.98310455477812
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,351 - 500 GR,HP,HP STANDARD BROWN SAUCE ORIGINAL 1 CT 450 GR 5000111046244,The Cooperative Group GB,30464,15232,6854.400000000003,97.98204188045804
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,351 - 500 GR,HP,HP STANDARD BROWN SAUCE ORIGINAL 1 CT 450 GR 5000111046244,Waitrose GB,6876.19,2917,1312.6499999999996,98.22495325841145
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,501 - 700 GR,PRIVATE LABEL,PL STANDARD STANDARD BROWN SAUCE REGULAR 1 CT 505 GR 5000128722087,The Cooperative Group GB,123.6,94,47.470000000000006,3.1371801193650217
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,501 - 700 GR,PRIVATE LABEL,PL STANDARD STANDARD BROWN SAUCE REGULAR 1 CT 690 GR 01774443,Sainsburys GB,1543.14,1030,710.6999999999998,63.30432481211209
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,501 - 700 GR,PRIVATE LABEL,PL VALUE STANDARD BROWN SAUCE REGULAR 1 CT 530 GR 5057753925093,Tesco GB,6521.88,10292,5454.76,67.79665236578307
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,501 - 700 GR,DADDIES,DADDIES FAVOURITE STANDARD BROWN SAUCE REGULAR 1 CT 600 GR 5000111047432,Tesco GB,80,64,38.4,0.23880789656152956
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,501 - 700 GR,DADDIES,DADDIES FAVOURITE STANDARD BROWN SAUCE REGULAR 1 CT 685 GR 5000111047623,Asda GB,12762.55,8511,5830.035,83.13357000446833
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,501 - 700 GR,DADDIES,DADDIES FAVOURITE STANDARD BROWN SAUCE REGULAR 1 CT 685 GR 5000111047623,Iceland GB,18038.29,12026,8237.81,96.01309929047801
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,501 - 700 GR,DADDIES,DADDIES FAVOURITE STANDARD BROWN SAUCE REGULAR 1 CT 685 GR 5000111047623,Sainsburys GB,5585.4,3103,2125.5549999999994,69.67793684564377
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,501 - 700 GR,HP,HP STANDARD BROWN SAUCE ORIGINAL 1 CT 600 GR 5000111047425,Asda GB,111.86,34,20.4,0.550369295551266
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,501 - 700 GR,HP,HP STANDARD BROWN SAUCE ORIGINAL 1 CT 600 GR 5000111047425,Tesco GB,2.89,1,0.6,0.23880789656152956
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,501 - 700 GR,HP,HP STANDARD BROWN SAUCE ORIGINAL 1 CT 600 GR 5000111047517,Asda GB,56547.08,22628,13576.799999999997,99.6545935798803
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,501 - 700 GR,HP,HP STANDARD BROWN SAUCE ORIGINAL 1 CT 600 GR 5000111047517,Iceland GB,21721.53,8704,5222.4000000000015,94.73749884907095
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,501 - 700 GR,HP,HP STANDARD BROWN SAUCE ORIGINAL 1 CT 600 GR 5000111047517,Morrisons GB,24226.92,9680,5808.000000000001,99.71155847919913
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,501 - 700 GR,HP,HP STANDARD BROWN SAUCE ORIGINAL 1 CT 600 GR 5000111047517,Sainsburys GB,39378.09,15394,9236.400000000001,87.13800950409899
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,501 - 700 GR,HP,HP STANDARD BROWN SAUCE ORIGINAL 1 CT 600 GR 5000111047517,Tesco GB,38597.57,13371,8022.599999999998,83.42760142606942
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,501 - 700 GR,HP,HP STANDARD BROWN SAUCE ORIGINAL 1 CT 600 GR 5000111047517,The Cooperative Group GB,3404.13,1202,721.2000000000002,30.52940803952807
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,501 - 700 GR,HP,HP STANDARD BROWN SAUCE ORIGINAL 1 CT 600 GR 5000111047517,Waitrose GB,5864.39,2026,1215.6,92.39744746544783
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,501 - 700 GR,HP,HP STANDARD BROWN SAUCE REGULAR 1 CT 600 GR 5000111047760,Iceland GB,9,4,2.4,0.5399953000867148
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,501 - 700 GR,HAMMONDS,HAMMONDS STANDARD BROWN SAUCE REGULAR 1 CT 698 GR 5000225026156,Asda GB,1909.04,1192,832.016,7.584654819397538
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,501 - 700 GR,HAMMONDS,HAMMONDS STANDARD BROWN SAUCE REGULAR 1 CT 698 GR 5000225026156,Morrisons GB,3533.88,2214,1545.3719999999998,29.309833473812496
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,501 - 700 GR,HAMMONDS,HAMMONDS STANDARD BROWN SAUCE REGULAR 1 CT 698 GR 5000225026156,Sainsburys GB,395.77,216,150.768,1.5199286325086825
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,501 - 700 GR,GOLD STAR,GOLD STAR STANDARD BROWN SAUCE REGULAR 1 CT 670 GR 5020744670050,Asda GB,136.05,136,91.12000000000003,4.211351356412205
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,501 - 700 GR,GOLD STAR,GOLD STAR STANDARD BROWN SAUCE REGULAR 1 CT 670 GR 5020744670050,Iceland GB,1018.5,1019,682.7299999999998,8.319231303071572
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,501 - 700 GR,GOLD STAR,GOLD STAR STANDARD BROWN SAUCE REGULAR 1 CT 670 GR 5020744670050,Morrisons GB,129.53,118,79.06000000000003,6.312891530111997
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,501 - 700 GR,GOLD STAR,GOLD STAR STANDARD BROWN SAUCE REGULAR 1 CT 670 GR 5020744670050,Sainsburys GB,5,5,3.3500000000000005,0.409533606731577
"1 w/e 30 Apr, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,501 - 700 GR,GOLD STAR,GOLD STAR STANDARD BROWN SAUCE REGULAR 1 CT 670 GR 5020744670050,Tesco GB,467.72,471,315.57,5.969009302606156
"1 w/e 07 May, 2022",BROWN SAUCE,FLAVOURED BROWN SAUCE,0 - 350 GR,BRANSTON,BRANSTON FLAVOURED BROWN SAUCE FRUITY 1 CT 245 GR 5060336506565,Morrisons GB,5771.46,7204,1764.9799999999998,96.53923681398676
"1 w/e 07 May, 2022",BROWN SAUCE,FLAVOURED BROWN SAUCE,0 - 350 GR,BRANSTON,BRANSTON FLAVOURED BROWN SAUCE FRUITY 1 CT 245 GR 5060336506565,Sainsburys GB,3556.8,4446,1089.2699999999998,70.49092689909877
"1 w/e 07 May, 2022",BROWN SAUCE,FLAVOURED BROWN SAUCE,351 - 500 GR,PRIVATE LABEL,PL STANDARD FLAVOURED BROWN SAUCE FRUITY 1 CT 445 GR 5057753923136,Tesco GB,6064.28,6741,2999.745000000001,71.89704174804588
"1 w/e 07 May, 2022",BROWN SAUCE,FLAVOURED BROWN SAUCE,351 - 500 GR,HP,HP FLAVOURED BROWN SAUCE FRUITY 1 CT 470 GR 5000111047340,Asda GB,13273.82,6179,2904.129999999999,92.64370480281413
"1 w/e 07 May, 2022",BROWN SAUCE,FLAVOURED BROWN SAUCE,351 - 500 GR,HP,HP FLAVOURED BROWN SAUCE FRUITY 1 CT 470 GR 5000111047340,Iceland GB,2136,1068,501.95999999999987,23.67064807360916
"1 w/e 07 May, 2022",BROWN SAUCE,FLAVOURED BROWN SAUCE,351 - 500 GR,HP,HP FLAVOURED BROWN SAUCE FRUITY 1 CT 470 GR 5000111047340,Morrisons GB,3942.2,1714,805.5799999999998,37.43628780905535
"1 w/e 07 May, 2022",BROWN SAUCE,FLAVOURED BROWN SAUCE,351 - 500 GR,HP,HP FLAVOURED BROWN SAUCE FRUITY 1 CT 470 GR 5000111047340,Sainsburys GB,9872.15,4307,2024.2899999999997,85.0635864398022
"1 w/e 07 May, 2022",BROWN SAUCE,FLAVOURED BROWN SAUCE,351 - 500 GR,HP,HP FLAVOURED BROWN SAUCE FRUITY 1 CT 470 GR 5000111047340,Tesco GB,19268.4,9630,4526.0999999999985,80.57814370247779
"1 w/e 07 May, 2022",BROWN SAUCE,FLAVOURED BROWN SAUCE,351 - 500 GR,HP,HP FLAVOURED BROWN SAUCE FRUITY 1 CT 470 GR 5000111047340,The Cooperative Group GB,2135.1,933,438.5099999999998,26.991280893461155
"1 w/e 07 May, 2022",BROWN SAUCE,FLAVOURED BROWN SAUCE,351 - 500 GR,HP,HP FLAVOURED BROWN SAUCE FRUITY 1 CT 470 GR 5000111047340,Waitrose GB,120,50,23.5,7.770714077512869
"1 w/e 07 May, 2022",BROWN SAUCE,HEALTHY BROWN SAUCE,351 - 500 GR,PRIVATE LABEL,PL STANDARD HEALTHY BROWN SAUCE REGULAR REDUCED SALT REDUCED SUGR 1 CT 450 GR 01774450,Sainsburys GB,1365.52,1312,590.4000000000001,66.24127609998388
"1 w/e 07 May, 2022",BROWN SAUCE,HEALTHY BROWN SAUCE,351 - 500 GR,HP,HP HEALTHY BROWN SAUCE REGULAR REDUCED SALT REDUCED SUGR 1 CT 450 GR 5000111046701,Sainsburys GB,4613.28,2317,1042.6500000000003,77.98990603695324
"1 w/e 07 May, 2022",BROWN SAUCE,HEALTHY BROWN SAUCE,351 - 500 GR,HP,HP HEALTHY BROWN SAUCE REGULAR REDUCED SALT REDUCED SUGR 1 CT 450 GR 5000111046701,Tesco GB,8235.91,4161,1872.4499999999998,67.54172017588216
"1 w/e 07 May, 2022",BROWN SAUCE,HEALTHY BROWN SAUCE,351 - 500 GR,HP,HP HEALTHY BROWN SAUCE REGULAR REDUCED SALT REDUCED SUGR 1 CT 450 GR 5000111046701,Waitrose GB,1384.39,589,265.05,74.92319886880688
"1 w/e 07 May, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,0 - 350 GR,HP,HP STANDARD BROWN SAUCE ORIGINAL 1 CT 255 GR 5000111001007,Sainsburys GB,7208.25,5152,1313.7599999999995,71.73177838689875
"1 w/e 07 May, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,0 - 350 GR,HP,HP STANDARD BROWN SAUCE ORIGINAL 1 CT 255 GR 5000111001007,Tesco GB,360.81,315,80.32499999999996,8.01106133429509
"1 w/e 07 May, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,0 - 350 GR,HP,HP STANDARD BROWN SAUCE ORIGINAL 1 CT 255 GR 5000111001007,Waitrose GB,1288.75,889,226.69499999999988,62.11255827972579
"1 w/e 07 May, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,0 - 350 GR,HP,HP STANDARD BROWN SAUCE ORIGINAL 1 CT 2980 GR 50457083,Asda GB,849.25,3399,88.37400000000001,77.22117376962242
"1 w/e 07 May, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,0 - 350 GR,HP,HP STANDARD BROWN SAUCE ORIGINAL 1 CT 285 GR 5000111043991,Asda GB,15882.44,11345,3233.3250000000003,88.16805219099643
"1 w/e 07 May, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,0 - 350 GR,HP,HP STANDARD BROWN SAUCE ORIGINAL 1 CT 285 GR 5000111043991,Morrisons GB,10998.8,7851,2237.5350000000003,96.35932871970935
"1 w/e 07 May, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,0 - 350 GR,HP,HP STANDARD BROWN SAUCE ORIGINAL 1 CT 285 GR 5000111043991,Tesco GB,19850.47,14191,4044.4349999999995,72.41459048575543
"1 w/e 07 May, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,0 - 350 GR,HP,HP STANDARD BROWN SAUCE ORIGINAL 1 CT 285 GR 5000111043991,Waitrose GB,3446.45,2297,654.6449999999998,87.50143925712548
"1 w/e 07 May, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,0 - 350 GR,SAUCE SHOP,SAUCE SHOP STANDARD BROWN SAUCE REGULAR 1 CT 255 GR 5060604010008,Morrisons GB,140,56,14.28,8.073623901643694
"1 w/e 07 May, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,0 - 350 GR,BRANSTON,BRANSTON STANDARD BROWN SAUCE REGULAR 1 CT 335 GR 5065000443047,Waitrose GB,107.1,42,14.070000000000002,4.351528161353283
"1 w/e 07 May, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,0 - 350 GR,STOKES,STOKES STANDARD BROWN SAUCE REGULAR 1 CT 320 GR 5060092691628,Waitrose GB,1858.45,620,198.39999999999992,73.56814106364695
"1 w/e 07 May, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,0 - 350 GR,CHEF,CHEF STANDARD BROWN SAUCE REGULAR 1 CT 330 GR 5011005056492,Morrisons GB,870.94,870,287.1,18.85208586793429
"1 w/e 07 May, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,0 - 350 GR,TIPTREE,TIPTREE STANDARD BROWN SAUCE REGULAR 1 CT 310 GR 0043647861030,The Cooperative Group GB,66.7,29,8.989999999999998,0.7351505866855085
"1 w/e 07 May, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,0 - 350 GR,TIPTREE,TIPTREE STANDARD BROWN SAUCE REGULAR 1 CT 310 GR 0043647861030,Waitrose GB,34.3,14,4.34,0.6402526987275114
"1 w/e 07 May, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,351 - 500 GR,PRIVATE LABEL,PL STANDARD STANDARD BROWN SAUCE BROWN 1 CT 450 GR 5010525125695,Morrisons GB,6192.34,7312,3290.4,93.48581191234007
"1 w/e 07 May, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,351 - 500 GR,PRIVATE LABEL,PL STANDARD STANDARD BROWN SAUCE REGULAR REDUCED SALT REDUCED SUGR 1 CT 425 GR 5057753901226,Tesco GB,1911.55,2124,902.6999999999999,45.31666064067756
"1 w/e 07 May, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,351 - 500 GR,PRIVATE LABEL,PL STANDARD STANDARD BROWN SAUCE REGULAR 1 CT 435 GR 5057753940072,Tesco GB,11187.56,12439,5410.965,80.58020017758739
"1 w/e 07 May, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,351 - 500 GR,PRIVATE LABEL,PL STANDARD STANDARD BROWN SAUCE REGULAR 1 CT 450 GR 01774436,Sainsburys GB,3928.61,3679,1655.5499999999995,84.854520694181
"1 w/e 07 May, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,351 - 500 GR,PRIVATE LABEL,PL STANDARD STANDARD BROWN SAUCE REGULAR 1 CT 460 GR 5057172338085,Asda GB,11540.03,12777,5877.42,99.62830073983298
"1 w/e 07 May, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,351 - 500 GR,PRIVATE LABEL,PL STANDARD STANDARD BROWN SAUCE REGULAR 1 CT 470 GR 5000169074299,Waitrose GB,1392.65,1211,569.17,87.12910695818026
"1 w/e 07 May, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,351 - 500 GR,PRIVATE LABEL,PL STANDARD STANDARD BROWN SAUCE REGULAR 1 CT 495 GR 5000129316575,The Cooperative Group GB,2581.85,1723,852.8849999999999,38.4892187005991
"1 w/e 07 May, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,351 - 500 GR,PRIVATE LABEL,PL VALUE STANDARD BROWN SAUCE REGULAR 1 CT 450 GR 00144353,Sainsburys GB,3544.27,6276,2824.2,84.32213747761821
"1 w/e 07 May, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,351 - 500 GR,PRIVATE LABEL,PL VALUE STANDARD BROWN SAUCE REGULAR 1 CT 460 GR 5057172338092,Asda GB,5619.52,11789,5422.94,99.37415764071145
"1 w/e 07 May, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,351 - 500 GR,DADDIES,DADDIES FAVOURITE STANDARD BROWN SAUCE REGULAR 1 CT 400 GR 5000111046763,Iceland GB,43,43,17.200000000000003,2.6332147329591256
"1 w/e 07 May, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,351 - 500 GR,DADDIES,DADDIES FAVOURITE STANDARD BROWN SAUCE REGULAR 1 CT 400 GR 5000111046763,Morrisons GB,9158.02,6306,2522.3999999999996,98.93796212217883
"1 w/e 07 May, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,351 - 500 GR,DADDIES,DADDIES FAVOURITE STANDARD BROWN SAUCE REGULAR 1 CT 400 GR 5000111046763,Sainsburys GB,5931.51,4097,1638.8000000000002,83.80797628958568
"1 w/e 07 May, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,351 - 500 GR,DADDIES,DADDIES FAVOURITE STANDARD BROWN SAUCE REGULAR 1 CT 400 GR 5000111046763,Tesco GB,20803.91,16646,6658.4,73.63402018267703
"1 w/e 07 May, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,351 - 500 GR,HP,HP STANDARD BROWN SAUCE ORIGINAL 1 CT 425 GR 5000111018005,Sainsburys GB,29.5,12,5.1,0.37518924978154994
"1 w/e 07 May, 2022",BROWN SAUCE,STANDARD BROWN SAUCE,351 - 500 GR,HP,HP STANDARD BROWN SAUCE ORIGINAL 1 CT 425 GR 5000111018005,The Cooperative Group GB,21.95,11,4.675,0.49740959924746386
