,Brand-Pack Level,,,,,,,,,,,,,Brand Level,,,,,,,,,,,
,Key,Channel,Brand,PPG,RSV,Vol,CSF,MCV,RSV_Total,Volume_Total,,Category MCV,,Key,Channel,Brand,RSV,Vol,CSF,MCV,RSV_Total,Volume_Total,,Unique Brands,Fill Sorting Order
,=C50&D50&E50,,,,,,,,,,,,,=P50&Q50,Iceland,,,,,,,,,,
,=C51&D51&E51,,,,,,,,,,,,,=P51&Q51,Iceland,,,,,,,,,,
,=C52&D52&E52,,,,,,,,,,,,,=P52&Q52,Iceland,,,,,,,,,,
,=C53&D53&E53,,,,,,,,,,,,,=P53&Q53,Iceland,,,,,,,,,,
,=C54&D54&E54,,,,,,,,,,,,,=P54&Q54,Iceland,,,,,,,,,,
,=C55&D55&E55,,,,,,,,,,,,,=P55&Q55,Iceland,,,,,,,,,,
,=C56&D56&E56,,,,,,,,,,,,,=P56&Q56,Iceland,,,,,,,,,,
,=C57&D57&E57,,,,,,,,,,,,,=P57&Q57,Iceland,,,,,,,,,,
,=C58&D58&E58,,,,,,,,,,,,,=P58&Q58,Iceland,,,,,,,,,,
,=C59&D59&E59,,,,,,,,,,,,,=P59&Q59,Iceland,,,,,,,,,,
,=C60&D60&E60,,,,,,,,,,,,,=P60&Q60,Iceland,,,,,,,,,,
,=C61&D61&E61,,,,,,,,,,,,,=P61&Q61,Iceland,,,,,,,,,,
,=C62&D62&E62,,,,,,,,,,,,,=P62&Q62,Iceland,,,,,,,,,,
,=C63&D63&E63,,,,,,,,,,,,,=P63&Q63,Iceland,,,,,,,,,,
,=C64&D64&E64,,,,,,,,,,,,,=P64&Q64,Iceland,,,,,,,,,,
,=C65&D65&E65,,,,,,,,,,,,,=P65&Q65,Iceland,,,,,,,,,,
,=C66&D66&E66,,,,,,,,,,,,,=P66&Q66,Iceland,,,,,,,,,,
,=C67&D67&E67,,,,,,,,,,,,,=P67&Q67,Iceland,,,,,,,,,,
,=C68&D68&E68,,,,,,,,,,,,,=P68&Q68,Iceland,,,,,,,,,,
,=C69&D69&E69,,,,,,,,,,,,,=P69&Q69,Iceland,,,,,,,,,,
,=C70&D70&E70,,,,,,,,,,,,,=P70&Q70,Iceland,,,,,,,,,,
,=C71&D71&E71,,,,,,,,,,,,,=P71&Q71,Iceland,,,,,,,,,,
,=C72&D72&E72,,,,,,,,,,,,,=P72&Q72,Iceland,,,,,,,,,,
,=C73&D73&E73,,,,,,,,,,,,,=P73&Q73,Iceland,,,,,,,,,,
,=C74&D74&E74,,,,,,,,,,,,,=P74&Q74,Iceland,,,,,,,,,,
,=C75&D75&E75,,,,,,,,,,,,,=P75&Q75,Iceland,,,,,,,,,,
,=C76&D76&E76,,,,,,,,,,,,,=P76&Q76,Iceland,,,,,,,,,,
,=C77&D77&E77,,,,,,,,,,,,,=P77&Q77,Iceland,,,,,,,,,,
,=C78&D78&E78,,,,,,,,,,,,,=P78&Q78,Iceland,,,,,,,,,,
,=C79&D79&E79,,,,,,,,,,,,,=P79&Q79,Iceland,,,,,,,,,,
,=C80&D80&E80,,,,,,,,,,,,,=P80&Q80,Iceland,,,,,,,,,,
,=C81&D81&E81,,,,,,,,,,,,,=P81&Q81,Iceland,,,,,,,,,,
,=C82&D82&E82,,,,,,,,,,,,,=P82&Q82,Iceland,,,,,,,,,,
,=C83&D83&E83,,,,,,,,,,,,,=P83&Q83,Iceland,,,,,,,,,,
,=C84&D84&E84,,,,,,,,,,,,,=P84&Q84,Iceland,,,,,,,,,,
,=C85&D85&E85,,,,,,,,,,,,,=P85&Q85,Iceland,,,,,,,,,,
,=C86&D86&E86,,,,,,,,,,,,,=P86&Q86,Iceland,,,,,,,,,,
,=C87&D87&E87,,,,,,,,,,,,,=P87&Q87,Iceland,,,,,,,,,,
,=C88&D88&E88,,,,,,,,,,,,,=P88&Q88,Iceland,,,,,,,,,,
